AREAS;SITES;TECHNOLOGIES;PERCENTAGES
920490105;2173478;3G;1
920490105;2173478;5G;1
920490105;783607;4G;1
920490105;2173478;4G;1
920020303;705625;3G;1
920020303;705625;5G;1
920020303;705625;4G;1
920620304;613416;3G;1
920620304;613416;5G;1
920620304;836196;3G;1
920620304;836196;5G;1
920620304;1623353;3G;1
920620304;1623353;5G;1
920620304;1302469;3G;1
920620304;1302469;5G;1
920620304;613416;4G;1
920620304;836196;4G;1
920620304;1623353;4G;1
920620304;1302469;4G;1
920500703;2335269;3G;1
920500703;2335269;5G;1
920500703;588386;3G;1
920500703;588386;5G;1
920500703;2335269;4G;1
920500703;588386;4G;1
920120502;628449;3G;1
920120502;628449;5G;1
920120502;1366010;3G;1
920120502;1366010;5G;1
920120502;584738;3G;1
920120502;584738;5G;1
920120502;628449;4G;1
920120502;1366010;4G;1
920120502;584738;4G;1
920090104;2121166;3G;1
920090104;2121166;5G;1
920090104;752240;3G;1
920090104;752240;5G;1
920090104;2214216;3G;1
920090104;2214216;5G;1
920090104;2121166;4G;1
920090104;752240;4G;1
920090104;2214216;4G;1
920780109;1641803;3G;1
920780109;1641803;5G;1
920780109;1798701;3G;1
920780109;1798701;5G;1
920780109;1641803;4G;1
920780109;1798701;4G;1
920360203;807760;3G;1
920360203;807760;5G;1
920360203;1830770;3G;1
920360203;1830770;5G;1
920360203;871148;3G;1
920360203;871148;5G;1
920360203;807760;4G;1
920360203;1830770;4G;1
920360203;871148;4G;1
920020301;544143;3G;1
920020301;544143;5G;1
920020301;705625;3G;1
920020301;705625;5G;1
920020301;544143;4G;1
920020301;705625;4G;1
920020404;2228730;3G;1
920020404;2228730;5G;1
920020404;485457;3G;1
920020404;485457;5G;1
920020404;2228730;4G;1
920020404;485457;4G;1
920750107;710229;3G;1
920750107;710229;5G;1
920750107;2027208;3G;1
920750107;2027208;5G;1
920750107;568813;3G;1
920750107;568813;5G;1
920750107;710229;4G;1
920750107;2027208;4G;1
920750107;568813;4G;1
920090105;2121166;3G;1
920090105;2121166;5G;1
920090105;1513850;3G;1
920090105;1513850;5G;1
920090105;2214216;3G;1
920090105;2214216;5G;1
920090105;2121166;4G;1
920090105;1513850;4G;1
920090105;2214216;4G;1
920190112;836328;3G;1
920190112;836328;5G;1
920190112;2090803;3G;1
920190112;2090803;5G;1
920190112;463018;3G;1
920190112;463018;5G;1
920190112;836328;4G;1
920190112;2090803;4G;1
920190112;463018;4G;1
920630707;2349873;3G;1
920630707;2349873;5G;1
920630707;1685125;3G;1
920630707;1685125;5G;1
920630707;353447;3G;1
920630707;353447;5G;1
920630707;2349873;4G;1
920630707;1685125;4G;1
920630707;353447;4G;1
920510408;691168;3G;1
920510408;691168;5G;1
920510408;1986988;3G;1
920510408;1986988;5G;1
920510408;691168;4G;1
920510408;1986988;4G;1
920250102;713169;3G;1
920250102;713169;5G;1
920250102;1801949;3G;1
920250102;1801949;5G;1
920250102;2102727;3G;1
920250102;2102727;5G;1
920250102;599931;3G;1
920250102;599931;5G;1
920250102;713169;4G;1
920250102;1801949;4G;1
920250102;2102727;4G;1
920250102;599931;4G;1
920260501;2198936;3G;1
920260501;2198936;5G;1
920260501;2625478;3G;1
920260501;2625478;5G;1
920260501;669558;3G;1
920260501;669558;5G;1
920260501;1898359;3G;1
920260501;1898359;5G;1
920260501;2198936;4G;1
920260501;2625478;4G;1
920260501;669558;4G;1
920260501;1898359;4G;1
920240405;2380190;3G;1
920240405;2380190;5G;1
920240405;1728070;3G;1
920240405;1728070;5G;1
920240405;502202;3G;1
920240405;502202;5G;1
920240405;2380190;4G;1
920240405;1728070;4G;1
920240405;502202;4G;1
920490109;601186;3G;1
920490109;601186;5G;1
920490109;2067504;3G;1
920490109;2067504;5G;1
920490109;601186;4G;1
920490109;2067504;4G;1
920190105;514875;3G;1
920190105;514875;5G;1
920190105;786853;3G;1
920190105;786853;5G;1
920190105;905613;3G;1
920190105;905613;5G;1
920190105;514875;4G;1
920190105;786853;4G;1
920190105;905613;4G;1
920780102;2531539;3G;1
920780102;2531539;5G;1
920780102;2079278;3G;1
920780102;2079278;5G;1
920780102;2531539;4G;1
920780102;2079278;4G;1
920620204;1602982;3G;1
920620204;1602982;5G;1
920620204;2241968;3G;1
920620204;2241968;5G;1
920620204;871128;3G;1
920620204;871128;5G;1
920620204;1784205;4G;1
920620204;1784205;5G;1
920620204;2241968;4G;1
920620204;871128;4G;1
920400601;595110;3G;1
920400601;595110;5G;1
920400601;1909804;3G;1
920400601;1909804;5G;1
920400601;442134;3G;1
920400601;442134;5G;1
920400601;871168;3G;1
920400601;871168;5G;1
920400601;595110;4G;1
920400601;1909804;4G;1
920400601;442134;4G;1
920400601;871168;4G;1
920620202;1602982;3G;1
920620202;1602982;5G;1
920620202;2241968;3G;1
920620202;2241968;5G;1
920620202;871128;3G;1
920620202;871128;5G;1
920620202;1784205;4G;1
920620202;1784205;5G;1
920620202;2241968;4G;1
920620202;871128;4G;1
920250202;713169;3G;1
920250202;713169;5G;1
920250202;2102727;3G;1
920250202;2102727;5G;1
920250202;689684;3G;1
920250202;689684;5G;1
920250202;713169;4G;1
920250202;2102727;4G;1
920250202;689684;4G;1
920240402;1934415;3G;1
920240402;1934415;5G;1
920240402;2380190;3G;1
920240402;2380190;5G;1
920240402;2098506;3G;1
920240402;2098506;5G;1
920240402;1934415;4G;1
920240402;2380190;4G;1
920240402;2098506;4G;1
920750101;769392;3G;1
920750101;769392;5G;1
920750101;769392;4G;1
920020106;514411;3G;1
920020106;514411;5G;1
920020106;2311949;3G;1
920020106;2311949;5G;1
920020106;1961890;3G;1
920020106;1961890;5G;1
920020106;514411;4G;1
920020106;2311949;4G;1
920020106;1961890;4G;1
920040704;555523;3G;1
920040704;555523;5G;1
920040704;2102727;3G;1
920040704;2102727;5G;1
920040704;689684;3G;1
920040704;689684;5G;1
920040704;555523;4G;1
920040704;2102727;4G;1
920040704;689684;4G;1
920120406;2358860;3G;1
920120406;2358860;5G;1
920120406;595235;3G;1
920120406;595235;5G;1
920120406;2358860;4G;1
920120406;595235;4G;1
920140108;836359;3G;1
920140108;836359;5G;1
920140108;2474146;3G;1
920140108;2474146;5G;1
920140108;558517;3G;1
920140108;558517;5G;1
920140108;836359;4G;1
920140108;2474146;4G;1
920140108;558517;4G;1
920240203;561930;3G;1
920240203;561930;5G;1
920240203;1682177;3G;1
920240203;1682177;5G;1
920240203;561930;4G;1
920240203;1682177;4G;1
920760104;513336;3G;1
920760104;513336;5G;1
920760104;513336;4G;1
920350111;532796;3G;1
920350111;532796;5G;1
920350111;1897450;3G;1
920350111;1897450;5G;1
920350111;1417821;3G;1
920350111;1417821;5G;1
920350111;532796;4G;1
920350111;1897450;4G;1
920350111;1417821;4G;1
920480212;836317;3G;1
920480212;836317;5G;1
920480212;1388807;3G;1
920480212;1388807;5G;1
920480212;469542;3G;1
920480212;469542;5G;1
920480212;589359;3G;1
920480212;589359;5G;1
920480212;836317;4G;1
920480212;1388807;4G;1
920480212;469542;4G;1
920480212;589359;4G;1
920500803;1545202;3G;1
920500803;1545202;5G;1
920500803;2512731;3G;1
920500803;2512731;5G;1
920500803;1545202;4G;1
920500803;2512731;4G;1
920710105;1623793;3G;1
920710105;1623793;5G;1
920710105;1283117;3G;1
920710105;1283117;5G;1
920710105;1623793;4G;1
920710105;1283117;4G;1
920230304;2570000;3G;1
920230304;2570000;5G;1
920230304;653790;3G;1
920230304;653790;5G;1
920230304;2570000;4G;1
920230304;653790;4G;1
920260201;1422468;3G;1
920260201;1422468;5G;1
920260201;618011;3G;1
920260201;618011;5G;1
920260201;1434145;4G;1
920260201;1434145;5G;1
920260201;1422468;4G;1
920260201;618011;4G;1
920260703;2058146;3G;1
920260703;2058146;5G;1
920260703;618348;3G;1
920260703;618348;5G;1
920260703;2254057;3G;1
920260703;2254057;5G;1
920260703;2438235;3G;1
920260703;2438235;5G;1
920260703;2058146;4G;1
920260703;618348;4G;1
920260703;2254057;4G;1
920260703;2438235;4G;1
920500805;526392;3G;1
920500805;526392;5G;1
920500805;710970;3G;1
920500805;710970;5G;1
920500805;2512731;3G;1
920500805;2512731;5G;1
920500805;526392;4G;1
920500805;710970;4G;1
920500805;2512731;4G;1
920240302;702630;3G;1
920240302;702630;5G;1
920240302;1624049;3G;1
920240302;1624049;5G;1
920240302;2357536;3G;1
920240302;2357536;5G;1
920240302;595494;3G;1
920240302;595494;5G;1
920240302;702630;4G;1
920240302;1624049;4G;1
920240302;2357536;4G;1
920240302;595494;4G;1
920320102;2331618;3G;1
920320102;2331618;5G;1
920320102;1467469;3G;1
920320102;1467469;5G;1
920320102;795414;3G;1
920320102;795414;5G;1
920320102;2331618;4G;1
920320102;1467469;4G;1
920320102;795414;4G;1
920070101;836254;3G;1
920070101;836254;5G;1
920070101;2259993;3G;1
920070101;2259993;5G;1
920070101;597701;3G;1
920070101;597701;5G;1
920070101;836254;4G;1
920070101;2259993;4G;1
920070101;597701;4G;1
920250109;2164951;3G;1
920250109;2164951;5G;1
920250109;1448111;3G;1
920250109;1448111;5G;1
920250109;584535;3G;1
920250109;584535;5G;1
920250109;2164951;4G;1
920250109;1448111;4G;1
920250109;584535;4G;1
920020402;2228730;3G;1
920020402;2228730;5G;1
920020402;485457;3G;1
920020402;485457;5G;1
920020402;2228730;4G;1
920020402;485457;4G;1
920070109;836254;3G;1
920070109;836254;5G;1
920070109;2259993;3G;1
920070109;2259993;5G;1
920070109;836254;4G;1
920070109;2259993;4G;1
920260303;1422610;3G;1
920260303;1422610;5G;1
920260303;394243;3G;1
920260303;394243;5G;1
920260303;1422610;4G;1
920260303;394243;4G;1
920360403;714246;3G;1
920360403;714246;5G;1
920360403;473377;3G;1
920360403;473377;5G;1
920360403;714246;4G;1
920360403;473377;4G;1
920120505;1908145;3G;1
920120505;1908145;5G;1
920120505;595235;3G;1
920120505;595235;5G;1
920120505;1908145;4G;1
920120505;595235;4G;1
920630502;602243;3G;1
920630502;602243;5G;1
920630502;794555;3G;1
920630502;794555;5G;1
920630502;602243;4G;1
920630502;794555;4G;1
920600108;1998886;3G;1
920600108;1998886;5G;1
920600108;836328;3G;1
920600108;836328;5G;1
920600108;653311;3G;1
920600108;653311;5G;1
920600108;411554;3G;1
920600108;411554;5G;1
920600108;1998886;4G;1
920600108;836328;4G;1
920600108;653311;4G;1
920600108;411554;4G;1
920190106;528921;3G;1
920190106;528921;5G;1
920190106;821428;3G;1
920190106;821428;5G;1
920190106;1377687;3G;1
920190106;1377687;5G;1
920190106;528921;4G;1
920190106;821428;4G;1
920190106;1377687;4G;1
920630102;2212006;3G;1
920630102;2212006;5G;1
920630102;1693681;3G;1
920630102;1693681;5G;1
920630102;2725190;3G;1
920630102;2725190;5G;1
920630102;644018;3G;1
920630102;644018;5G;1
920630102;2212006;4G;1
920630102;1693681;4G;1
920630102;2725190;4G;1
920630102;644018;4G;1
920020406;452038;3G;1
920020406;452038;5G;1
920020406;2061817;3G;1
920020406;2061817;5G;1
920020406;452038;4G;1
920020406;2061817;4G;1
920780110;1641803;3G;1
920780110;1641803;5G;1
920780110;1798701;3G;1
920780110;1798701;5G;1
920780110;1641803;4G;1
920780110;1798701;4G;1
920230102;796962;3G;1
920230102;796962;5G;1
920230102;2072330;3G;1
920230102;2072330;5G;1
920230102;796962;4G;1
920230102;2072330;4G;1
920040101;689711;3G;1
920040101;689711;5G;1
920040101;2378970;3G;1
920040101;2378970;5G;1
920040101;1964234;3G;1
920040101;1964234;5G;1
920040101;689711;4G;1
920040101;2378970;4G;1
920040101;1964234;4G;1
920220103;510335;3G;1
920220103;510335;5G;1
920220103;906160;3G;1
920220103;906160;5G;1
920220103;2544177;3G;1
920220103;2544177;5G;1
920220103;871083;3G;1
920220103;871083;5G;1
920220103;510335;4G;1
920220103;906160;4G;1
920220103;2544177;4G;1
920220103;871083;4G;1
920230101;2087017;3G;1
920230101;2087017;5G;1
920230101;1893014;3G;1
920230101;1893014;5G;1
920230101;2087017;4G;1
920230101;1893014;4G;1
920620402;836196;3G;1
920620402;836196;5G;1
920620402;2186231;3G;1
920620402;2186231;5G;1
920620402;667929;3G;1
920620402;667929;5G;1
920620402;836196;4G;1
920620402;2186231;4G;1
920620402;667929;4G;1
920620303;2186231;3G;1
920620303;2186231;5G;1
920620303;613416;3G;1
920620303;613416;5G;1
920620303;836196;4G;1
920620303;836196;5G;1
920620303;2186231;4G;1
920620303;613416;4G;1
920720105;555616;3G;1
920720105;555616;5G;1
920720105;1659254;3G;1
920720105;1659254;5G;1
920720105;871209;3G;1
920720105;871209;5G;1
920720105;555616;4G;1
920720105;1659254;4G;1
920720105;871209;4G;1
920630302;822586;3G;1
920630302;822586;5G;1
920630302;2257597;3G;1
920630302;2257597;5G;1
920630302;547121;3G;1
920630302;547121;5G;1
920630302;2257597;4G;1
920630302;836343;4G;1
920630302;836343;5G;1
920630302;547121;4G;1
920230301;620360;3G;1
920230301;620360;5G;1
920230301;1586326;3G;1
920230301;1586326;5G;1
920230301;959871;3G;1
920230301;959871;5G;1
920230301;620360;4G;1
920230301;1586326;4G;1
920230301;769392;4G;1
920230301;769392;5G;1
920230301;653790;4G;1
920230301;653790;5G;1
920320109;451299;3G;1
920320109;451299;5G;1
920320109;451299;4G;1
920500509;1288898;3G;1
920500509;1288898;5G;1
920500509;1198535;3G;1
920500509;1198535;5G;1
920500509;594524;3G;1
920500509;594524;5G;1
920500509;683030;3G;1
920500509;683030;5G;1
920500509;683030;4G;1
920500509;1198535;4G;1
920500509;594524;4G;1
920490117;2098352;3G;1
920490117;2098352;5G;1
920490117;929480;3G;1
920490117;929480;5G;1
920490117;783607;3G;1
920490117;783607;5G;1
920490117;2098352;4G;1
920490117;929480;4G;1
920490117;783607;4G;1
920250207;713189;3G;1
920250207;713189;5G;1
920250207;2511535;3G;1
920250207;2511535;5G;1
920250207;2156159;3G;1
920250207;2156159;5G;1
920250207;713189;4G;1
920250207;2511535;4G;1
920250207;2156159;4G;1
920630503;602243;3G;1
920630503;602243;5G;1
920630503;794555;3G;1
920630503;794555;5G;1
920630503;2025121;3G;1
920630503;2025121;5G;1
920630503;602243;4G;1
920630503;794555;4G;1
920630503;2025121;4G;1
920120202;2600485;3G;1
920120202;2600485;5G;1
920120202;1490172;3G;1
920120202;1490172;5G;1
920120202;555576;3G;1
920120202;555576;5G;1
920120202;2600485;4G;1
920120202;1490172;4G;1
920120202;555576;4G;1
920220106;2754214;3G;1
920220106;2754214;5G;1
920220106;906160;3G;1
920220106;906160;5G;1
920220106;871083;3G;1
920220106;871083;5G;1
920220106;2754214;4G;1
920220106;906160;4G;1
920220106;871083;4G;1
920630705;836206;3G;1
920630705;836206;5G;1
920630705;829025;3G;1
920630705;829025;5G;1
920630705;588427;3G;1
920630705;588427;5G;1
920630705;836206;4G;1
920630705;829025;4G;1
920630705;588427;4G;1
920440116;2141127;3G;1
920440116;2141127;5G;1
920440116;2141127;4G;1
920040601;2135481;3G;1
920040601;2135481;5G;1
920040601;555523;3G;1
920040601;555523;5G;1
920040601;473361;3G;1
920040601;473361;5G;1
920040601;2135481;4G;1
920040601;555523;4G;1
920040601;473361;4G;1
920480107;2152376;3G;1
920480107;2152376;5G;1
920480107;2751527;3G;1
920480107;2751527;5G;1
920480107;534661;3G;1
920480107;534661;5G;1
920480107;748957;3G;1
920480107;748957;5G;1
920480107;836276;3G;1
920480107;836276;5G;1
920480107;836317;3G;1
920480107;836317;5G;1
920480107;1803929;3G;1
920480107;1803929;5G;1
920480107;2100300;3G;1
920480107;2100300;5G;1
920480107;2146005;3G;1
920480107;2146005;5G;1
920480107;2707100;3G;1
920480107;2707100;5G;1
920480107;589359;3G;1
920480107;589359;5G;1
920480107;632791;3G;1
920480107;632791;5G;1
920480107;871249;3G;1
920480107;871249;5G;1
920480107;2152376;4G;1
920480107;2751527;4G;1
920480107;534661;4G;1
920480107;748957;4G;1
920480107;836276;4G;1
920480107;836317;4G;1
920480107;1803929;4G;1
920480107;2100300;4G;1
920480107;2146005;4G;1
920480107;2707100;4G;1
920480107;589359;4G;1
920480107;632791;4G;1
920480107;871249;4G;1
920780105;1641803;3G;1
920780105;1641803;5G;1
920780105;798593;3G;1
920780105;798593;5G;1
920780105;2079278;3G;1
920780105;2079278;5G;1
920780105;871233;3G;1
920780105;871233;5G;1
920780105;1641803;4G;1
920780105;798593;4G;1
920780105;2079278;4G;1
920780105;871233;4G;1
920020103;836359;3G;1
920020103;836359;5G;1
920020103;558517;3G;1
920020103;558517;5G;1
920020103;836359;4G;1
920020103;558517;4G;1
920070116;468651;3G;1
920070116;468651;5G;1
920070116;1010940;3G;1
920070116;1010940;5G;1
920070116;468651;4G;1
920070116;1010940;4G;1
920120205;530576;3G;1
920120205;530576;5G;1
920120205;1744827;3G;1
920120205;1744827;5G;1
920120205;530576;4G;1
920120205;1744827;4G;1
920250205;2225686;3G;1
920250205;2225686;5G;1
920250205;1604074;3G;1
920250205;1604074;5G;1
920250205;600357;3G;1
920250205;600357;5G;1
920250205;2225686;4G;1
920250205;1604074;4G;1
920250205;600357;4G;1
920120702;539251;3G;1
920120702;539251;5G;1
920120702;2458212;3G;1
920120702;2458212;5G;1
920120702;627954;3G;1
920120702;627954;5G;1
920120702;539251;4G;1
920120702;2458212;4G;1
920120702;627954;4G;1
920480103;539199;3G;1
920480103;539199;5G;1
920480103;748957;3G;1
920480103;748957;5G;1
920480103;1803927;3G;1
920480103;1803927;5G;1
920480103;1803929;3G;1
920480103;1803929;5G;1
920480103;2707100;3G;1
920480103;2707100;5G;1
920480103;539199;4G;1
920480103;748957;4G;1
920480103;1803927;4G;1
920480103;1803929;4G;1
920480103;2707100;4G;1
920640103;836227;3G;1
920640103;836227;5G;1
920640103;1783497;3G;1
920640103;1783497;5G;1
920640103;1610382;3G;1
920640103;1610382;5G;1
920640103;550675;3G;1
920640103;550675;5G;1
920640103;836227;4G;1
920640103;1783497;4G;1
920640103;1610382;4G;1
920640103;550675;4G;1
920240602;1934415;3G;1
920240602;1934415;5G;1
920240602;2137916;3G;1
920240602;2137916;5G;1
920240602;1934415;4G;1
920240602;2137916;4G;1
920070112;468651;3G;1
920070112;468651;5G;1
920070112;1327176;3G;1
920070112;1327176;5G;1
920070112;2625620;3G;1
920070112;2625620;5G;1
920070112;468651;4G;1
920070112;1327176;4G;1
920070112;2625620;4G;1
920500505;1495026;3G;1
920500505;1495026;5G;1
920500505;1272754;3G;1
920500505;1272754;5G;1
920500505;2074797;3G;1
920500505;2074797;5G;1
920500505;1495026;4G;1
920500505;710994;4G;1
920500505;710994;5G;1
920500505;1272754;4G;1
920500505;2074797;4G;1
920710106;1422218;3G;1
920710106;1422218;5G;1
920710106;1623793;3G;1
920710106;1623793;5G;1
920710106;1283117;3G;1
920710106;1283117;5G;1
920710106;1906082;3G;1
920710106;1906082;5G;1
920710106;1422218;4G;1
920710106;1623793;4G;1
920710106;1283117;4G;1
920710106;1906082;4G;1
920360103;807760;3G;1
920360103;807760;5G;1
920360103;653373;3G;1
920360103;653373;5G;1
920360103;2135481;3G;1
920360103;2135481;5G;1
920360103;807760;4G;1
920360103;653373;4G;1
920360103;2135481;4G;1
920240404;836186;3G;1
920240404;836186;5G;1
920240404;1728070;3G;1
920240404;1728070;5G;1
920240404;502202;3G;1
920240404;502202;5G;1
920240404;836186;4G;1
920240404;1728070;4G;1
920240404;502202;4G;1
920320105;513364;3G;1
920320105;513364;5G;1
920320105;1467469;3G;1
920320105;1467469;5G;1
920320105;2406574;3G;1
920320105;2406574;5G;1
920320105;513364;4G;1
920320105;1467469;4G;1
920320105;2406574;4G;1
920120701;1424796;3G;1
920120701;1424796;5G;1
920120701;628453;3G;1
920120701;628453;5G;1
920120701;1472862;3G;1
920120701;1472862;5G;1
920120701;627954;3G;1
920120701;627954;5G;1
920120701;1424796;4G;1
920120701;628453;4G;1
920120701;1472862;4G;1
920120701;627954;4G;1
920750104;435140;3G;1
920750104;435140;5G;1
920750104;1978807;3G;1
920750104;1978807;5G;1
920750104;435140;4G;1
920750104;1978807;4G;1
920020307;705625;3G;1
920020307;705625;5G;1
920020307;705625;4G;1
920630803;653848;3G;1
920630803;653848;5G;1
920630803;787963;3G;1
920630803;787963;5G;1
920630803;821504;3G;1
920630803;821504;5G;1
920630803;822680;3G;1
920630803;822680;5G;1
920630803;653848;4G;1
920630803;787963;4G;1
920630803;821504;4G;1
920630803;822680;4G;1
920230203;593825;3G;1
920230203;593825;5G;1
920230203;2083782;3G;1
920230203;2083782;5G;1
920230203;1890117;3G;1
920230203;1890117;5G;1
920230203;593825;4G;1
920230203;2083782;4G;1
920230203;1890117;4G;1
920250113;713191;3G;1
920250113;713191;5G;1
920250113;1447933;3G;1
920250113;1447933;5G;1
920250113;584535;3G;1
920250113;584535;5G;1
920250113;713191;4G;1
920250113;1447933;4G;1
920250113;584535;4G;1
920090111;793482;3G;1
920090111;793482;5G;1
920090111;449462;3G;1
920090111;449462;5G;1
920090111;602806;3G;1
920090111;602806;5G;1
920090111;793482;4G;1
920090111;449462;4G;1
920090111;602806;4G;1
920400504;2333289;3G;1
920400504;2333289;5G;1
920400504;1867439;3G;1
920400504;1867439;5G;1
920400504;350371;3G;1
920400504;350371;5G;1
920400504;2333289;4G;1
920400504;1867439;4G;1
920400504;350371;4G;1
920250209;713189;3G;1
920250209;713189;5G;1
920250209;2156159;3G;1
920250209;2156159;5G;1
920250209;713189;4G;1
920250209;2156159;4G;1
920120208;2600485;3G;1
920120208;2600485;5G;1
920120208;550707;3G;1
920120208;550707;5G;1
920120208;2600485;4G;1
920120208;550707;4G;1
920510301;691183;3G;1
920510301;691183;5G;1
920510301;2135271;3G;1
920510301;2135271;5G;1
920510301;403119;3G;1
920510301;403119;5G;1
920510301;691181;4G;1
920510301;691181;5G;1
920510301;2135271;4G;1
920510301;403119;4G;1
920020105;521655;3G;1
920020105;521655;5G;1
920020105;2311949;3G;1
920020105;2311949;5G;1
920020105;1482599;3G;1
920020105;1482599;5G;1
920020105;521655;4G;1
920020105;2311949;4G;1
920020105;1482599;4G;1
920120603;2012795;3G;1
920120603;2012795;5G;1
920120603;1910227;3G;1
920120603;1910227;5G;1
920120603;2012795;4G;1
920120603;1910227;4G;1
920460105;2072085;3G;1
920460105;2072085;5G;1
920460105;539205;3G;1
920460105;539205;5G;1
920460105;2072085;4G;1
920460105;539205;4G;1
920120302;595235;3G;1
920120302;595235;5G;1
920120302;2318285;3G;1
920120302;2318285;5G;1
920120302;595235;4G;1
920120302;2318285;4G;1
920480104;748957;3G;1
920480104;748957;5G;1
920480104;1803929;3G;1
920480104;1803929;5G;1
920480104;2707100;3G;1
920480104;2707100;5G;1
920480104;748957;4G;1
920480104;1803929;4G;1
920480104;2707100;4G;1
920510410;691183;3G;1
920510410;691183;5G;1
920510410;1518924;3G;1
920510410;1518924;5G;1
920510410;403119;3G;1
920510410;403119;5G;1
920510410;691183;4G;1
920510410;1518924;4G;1
920510410;403119;4G;1
920230503;2104633;3G;1
920230503;2104633;5G;1
920230503;2104633;4G;1
920250201;2185773;3G;1
920250201;2185773;5G;1
920250201;1604074;3G;1
920250201;1604074;5G;1
920250201;2102727;3G;1
920250201;2102727;5G;1
920250201;600357;3G;1
920250201;600357;5G;1
920250201;2185773;4G;1
920250201;1604074;4G;1
920250201;2102727;4G;1
920250201;600357;4G;1
920360104;807760;3G;1
920360104;807760;5G;1
920360104;653373;3G;1
920360104;653373;5G;1
920360104;353449;3G;1
920360104;353449;5G;1
920360104;807760;4G;1
920360104;653373;4G;1
920360104;353449;4G;1
920720101;590111;3G;1
920720101;590111;5G;1
920720101;836276;3G;1
920720101;836276;5G;1
920720101;1779375;3G;1
920720101;1779375;5G;1
920720101;590111;4G;1
920720101;836276;4G;1
920720101;1779375;4G;1
920400403;836319;3G;1
920400403;836319;5G;1
920400403;2083782;3G;1
920400403;2083782;5G;1
920400403;1549923;3G;1
920400403;1549923;5G;1
920400403;836319;4G;1
920400403;2083782;4G;1
920400403;1549923;4G;1
920320107;451299;3G;1
920320107;451299;5G;1
920320107;451299;4G;1
920220109;532790;3G;1
920220109;532790;5G;1
920220109;1737138;3G;1
920220109;1737138;5G;1
920220109;2544177;3G;1
920220109;2544177;5G;1
920220109;532790;4G;1
920220109;1737138;4G;1
920220109;2544177;4G;1
920120405;1514331;3G;1
920120405;1514331;5G;1
920120405;573611;3G;1
920120405;573611;5G;1
920120405;1514331;4G;1
920120405;573611;4G;1
920120704;1434952;3G;1
920120704;1434952;5G;1
920120704;1366010;3G;1
920120704;1366010;5G;1
920120704;581999;3G;1
920120704;581999;5G;1
920120704;1434952;4G;1
920120704;1366010;4G;1
920120704;581999;4G;1
920480203;2471028;3G;1
920480203;2471028;5G;1
920480203;1760324;3G;1
920480203;1760324;5G;1
920480203;2471028;4G;1
920480203;1760324;4G;1
920330101;542323;3G;1
920330101;542323;5G;1
920330101;2226202;3G;1
920330101;2226202;5G;1
920330101;542323;4G;1
920330101;2226202;4G;1
920040504;788631;3G;1
920040504;788631;5G;1
920040504;1583652;3G;1
920040504;1583652;5G;1
920040504;473377;3G;1
920040504;473377;5G;1
920040504;788631;4G;1
920040504;1583652;4G;1
920040504;473377;4G;1
920620305;1546382;3G;1
920620305;1546382;5G;1
920620305;1754432;3G;1
920620305;1754432;5G;1
920620305;613416;3G;1
920620305;613416;5G;1
920620305;1546382;4G;1
920620305;1754432;4G;1
920620305;613416;4G;1
920510308;588703;3G;1
920510308;588703;5G;1
920510308;1906610;3G;1
920510308;1906610;5G;1
920510308;2042542;4G;1
920510308;2042542;5G;1
920510308;1906610;4G;1
920730112;1658266;3G;1
920730112;1658266;5G;1
920730112;2140088;3G;1
920730112;2140088;5G;1
920730112;1658266;4G;1
920730112;2140088;4G;1
920250110;2164951;3G;1
920250110;2164951;5G;1
920250110;1448111;3G;1
920250110;1448111;5G;1
920250110;534736;3G;1
920250110;534736;5G;1
920250110;2164951;4G;1
920250110;1448111;4G;1
920250110;534736;4G;1
920480208;836221;3G;1
920480208;836221;5G;1
920480208;2087017;3G;1
920480208;2087017;5G;1
920480208;584840;3G;1
920480208;584840;5G;1
920480208;836221;4G;1
920480208;2087017;4G;1
920480208;584840;4G;1
920240601;326958;3G;1
920240601;326958;5G;1
920240601;1624049;3G;1
920240601;1624049;5G;1
920240601;326958;4G;1
920240601;1624049;4G;1
920490103;2624878;3G;1
920490103;2624878;5G;1
920490103;783607;3G;1
920490103;783607;5G;1
920490103;1324473;3G;1
920490103;1324473;5G;1
920490103;2624878;4G;1
920490103;783607;4G;1
920490103;1324473;4G;1
920140104;517077;3G;1
920140104;517077;5G;1
920140104;1954211;3G;1
920140104;1954211;5G;1
920140104;2474146;3G;1
920140104;2474146;5G;1
920140104;517077;4G;1
920140104;1954211;4G;1
920140104;2474146;4G;1
920490113;601186;3G;1
920490113;601186;5G;1
920490113;2067504;3G;1
920490113;2067504;5G;1
920490113;601186;4G;1
920490113;2067504;4G;1
920440103;616887;3G;1
920440103;616887;5G;1
920440103;1283918;3G;1
920440103;1283918;5G;1
920440103;2199036;3G;1
920440103;2199036;5G;1
920440103;616887;4G;1
920440103;1283918;4G;1
920440103;2199036;4G;1
920020102;2280689;3G;1
920020102;2280689;5G;1
920020102;514411;3G;1
920020102;514411;5G;1
920020102;1961890;3G;1
920020102;1961890;5G;1
920020102;2280689;4G;1
920020102;514411;4G;1
920020102;1961890;4G;1
920440110;2563410;3G;1
920440110;2563410;5G;1
920440110;1206077;3G;1
920440110;1206077;5G;1
920440110;2563410;4G;1
920440110;1206077;4G;1
920260602;442130;3G;1
920260602;442130;5G;1
920260602;618346;3G;1
920260602;618346;5G;1
920260602;587197;3G;1
920260602;587197;5G;1
920260602;442130;4G;1
920260602;618346;4G;1
